Date,Stock_A_Price,Stock_B_Price,Stock_C_Price,Stock_A_Volume,Stock_B_Volume,Stock_C_Volume
2010-02-19,109.75186881561373,72.47541907288715,119.74812364498906,22243,27701,30579
2010-02-20,91.30037627042611,118.4210473832361,48.418483613521246,44449,58515,35651
2010-02-21,55.31189625965689,88.88471143969254,95.58922366453942,21110,22012,24677
2010-02-22,80.22948876804068,125.81087739645749,92.46655784925018,24963,24290,27554
2010-02-23,130.7248114948942,117.59714024865191,109.4947348577148,14209,59408,17812
2010-02-24,64.48166709049275,138.30249787001802,46.25970734178552,42474,33694,34135
2010-02-25,80.53632198049752,92.78054276800613,113.93775173869231,20336,43296,13371
2010-02-26,101.42253313258044,100.47202420637791,109.68914175187206,44356,20589,30743
2010-02-27,139.17545428267337,122.74125510463634,62.57942299796138,29822,37725,11173
2010-02-28,123.09978816835114,65.80405439513231,43.78045083277112,32550,45926,31193
2010-03-01,136.56147163313892,107.22044399351749,71.2019905521756,41789,17202,11309
2010-03-02,93.34130644401395,73.8217889512427,116.45205947772854,32799,34879,26913
2010-03-03,70.56007941080341,139.19809905930816,101.70221174833759,14323,47229,10770
2010-03-04,64.37806934379786,109.49328643356374,102.35313963160512,44686,40711,9837
2010-03-05,128.37398797315882,176.46198683189402,105.37850944138255,34044,42177,14095
2010-03-06,126.61773134068747,74.47665128714428,113.22977380268462,44848,32842,16039
2010-03-07,141.64708685649808,81.06909950038605,63.15502655668006,14845,59096,16025
2010-03-08,131.85516086940885,131.60849103731195,66.63810435759714,47362,40862,27191
2010-03-09,77.6868620689539,69.41729737279813,100.58899862297386,27887,22641,37212
2010-03-10,52.05681028337361,126.00484332467596,49.98557038857627,46903,23502,14081
2010-03-11,115.41708201588882,112.67043988067385,55.909921519381804,49399,21909,8608
2010-03-12,62.01991274360861,114.14113976243695,114.75731453780952,23374,38455,11005
2010-03-13,147.39705600542968,122.64639409594955,40.1066081583486,21653,29612,30582
2010-03-14,88.66885469262493,84.25426697516797,65.51735877755306,48113,47563,20232
2010-03-15,99.74701547544076,108.71823989014617,116.27886196108673,27733,30763,9816
2010-03-16,50.32456225167886,163.3700186018943,50.12825537994126,30548,18212,13949
2010-03-17,50.124455373724075,157.67086850213204,94.54347393915563,30921,42419,9835
2010-03-18,148.32858804327958,97.42349008418412,70.92787869470293,15629,34426,17301
2010-03-19,80.83108533702429,154.19345050705027,97.51130089410526,42617,22985,30582
2010-03-20,82.86257110579905,146.72100506928481,107.7204446038027,21497,13024,26815
2010-03-21,76.29179494812591,64.89286959404728,54.373609348840866,24867,29969,15382
2010-03-22,90.54887843983872,85.04022082564568,44.49386746031195,37099,27536,22146
2010-03-23,139.41311619850478,153.28636680994032,55.17513191302128,20721,58740,19580
2010-03-24,74.7908895095517,86.48424947736574,61.7150380487307,45037,41894,21568
2010-03-25,61.4837727684406,88.80985557340257,65.80801748796205,42358,25693,9135
2010-03-26,122.29474329857139,63.75952085338564,66.99156437853445,39224,29743,35934
2010-03-27,126.74905235055255,88.36575176849763,72.78884595572754,25269,53507,34954
2010-03-28,75.11684468282199,152.2543570748291,110.72047381368579,32653,36927,25195
2010-03-29,128.91680594916187,95.84779018418216,79.93780355146228,13523,50950,22421
2010-03-30,126.99940424935782,174.67844525356526,56.98144944590194,29338,21244,12146
2010-03-31,116.710828392112,109.68567559540602,90.72395361003785,16652,35583,13738
2010-04-01,127.02760504533018,76.12440610121027,89.79792942267035,26573,23006,22777
2010-04-02,91.6606669223062,92.66778277234266,65.73738156723849,10375,52686,35179
2010-04-03,84.6291690365669,70.65915188269562,119.27442210368994,36365,39941,36601
2010-04-04,65.05117596450117,104.39043686685628,61.69084278408708,40871,12770,17243
2010-04-05,91.76781944319433,90.43070538737068,101.6151325064904,48274,39843,27582
2010-04-06,138.59980402193196,109.40063541875682,64.23973644404504,25325,17348,26874
2010-04-07,52.882431645245944,158.99961852822332,117.46315623111697,37474,18343,36402
2010-04-08,110.1825790773996,85.11697210419462,62.77278899564121,35285,35486,28894
2010-04-09,126.332771081138,118.28655898497004,50.90673788055659,44796,14767,16420
2010-04-10,123.88513698079934,139.91069261795127,98.87942313935989,32331,59220,10754
2010-04-11,53.28634665652835,160.17788169838548,90.30661719393777,21696,22775,37768
2010-04-12,121.85983211132275,163.60742497432182,40.9255976761423,29700,50240,17117
2010-04-13,120.82628055708138,169.26150168450067,50.04337448232454,48057,23947,34479
2010-04-14,66.6510560630997,65.96842183169305,49.02957799111313,16110,59882,37367
2010-04-15,63.32537880207293,90.44232059265477,64.37839721773695,19474,31092,8471
2010-04-16,60.62508330479258,130.29477325581746,65.01488324966735,43835,45954,13372
2010-04-17,145.8686032148267,151.09115431646694,106.98147778837688,41827,44178,33268
2010-04-18,62.0400631271673,143.3020341238062,52.66644659647745,40048,57120,8922
2010-04-19,123.82349012279761,165.31700521274445,104.99329965753537,15845,15990,37607
2010-04-20,107.90580719774573,163.11384889574336,85.01064363459459,25654,39244,11271
2010-04-21,110.92875589511692,174.84143596023335,62.45401862267022,32524,59760,10424
2010-04-22,76.35026481160077,166.58297266287767,100.30467463143904,11582,15785,21816
2010-04-23,99.38947116943723,67.42179446914669,73.48754280476018,19348,48843,22063
2010-04-24,124.42295105079823,83.71299069128628,97.66278661400932,12880,54252,28235
2010-04-25,139.59288046431675,122.71300864616242,62.30503552485034,24859,34926,15847
2010-04-26,100.32897535235165,139.75106450004597,98.12782619617971,13925,49713,29867
2010-04-27,52.01117819460396,120.83082421693705,65.8942687669828,33480,59332,35695
2010-04-28,114.85434261891385,150.4180322919491,50.658225701642216,42002,34420,10731
2010-04-29,69.0585294675203,98.00633916501623,60.204416126855875,28163,58727,17882
2010-04-30,130.8396284905137,170.3792409379725,76.66814580371405,16678,38528,36518
2010-05-01,102.15172329187226,172.42786996291272,84.17453914811408,44798,42889,23896
2010-05-02,87.90804606979972,87.65151107000347,100.9424520723107,16222,15166,33156
2010-05-03,102.47573347988204,114.31157836197086,50.47077801282366,46819,24572,12507
2010-05-04,68.66923643970273,65.54679685319232,82.08242693681464,23051,17030,12349
2010-05-05,70.67043548411658,172.5998156116034,106.42593817774501,19380,22226,26847
2010-05-06,106.73376223343058,75.57763737644147,78.65004306789196,28403,53962,25862
2010-05-07,132.28246304813354,178.97869370916337,89.99683049127376,29106,51919,35972
2010-05-08,118.80990704763474,164.00632042425156,86.80220702874146,18303,50679,29816
2010-05-09,131.46341179774748,166.07631160792704,90.86855407801737,33831,31297,39281
2010-05-10,89.66756807386608,165.4117420222315,51.10158930061135,31085,41878,9267
2010-05-11,85.4848498790835,153.0970140760985,83.33060451688013,22501,13935,34076
2010-05-12,89.6750246299514,68.89505738738602,92.16535799904115,27795,19227,15496
2010-05-13,87.51123464083216,121.49430664425323,104.38079406793415,24011,28580,24283
2010-05-14,114.57257542008816,121.21004103256027,47.891268238081835,11856,32204,16304
2010-05-15,79.7344045638766,80.62225100640443,112.89653959671466,33680,28283,38273
2010-05-16,76.42195467681725,139.86432403561258,74.68524311952017,34156,12873,18788
2010-05-17,76.13703579817255,60.670114147750965,73.15814693972324,36548,17836,36475
2010-05-18,82.28203691664243,89.49452527652652,82.92418038408468,38425,28863,28115
2010-05-19,139.87301228790125,164.32471536278143,55.368201850442986,19493,33037,18441
2010-05-20,111.02704632953441,159.1258303725801,97.46846284418427,33177,12272,30745
2010-05-21,116.61450669587946,84.37648188023019,51.47752048813604,38125,53579,30983
2010-05-22,74.6448641910274,88.87049124621961,107.30684223270599,34902,31867,30430
2010-05-23,78.87713965995337,132.11392537231075,107.46629557915666,42705,56657,9589
2010-05-24,130.87885925044637,146.47866487255084,109.98000796333956,25621,30130,28519
2010-05-25,69.17990217699843,85.12450809963138,44.42458840924793,48912,15557,28254
2010-05-26,91.04749412597087,134.1997268808865,55.15390473677656,41447,16960,26209
2010-05-27,68.84912484458064,141.41610453278827,51.282919647215195,30681,27111,11023
2010-05-28,70.49010231917826,82.83042404717875,52.37601157278779,23221,19737,25738
2010-05-29,81.33270190934432,85.63745754558926,91.26497174311844,32424,21656,22261
2010-05-30,111.39101521825728,167.8897345024285,80.45437189042357,19917,13239,16833
2010-05-31,92.22716421001043,174.26642593557006,95.56083615207433,20270,22171,18492
2010-06-01,97.65207279854741,124.97452252271906,83.35572543433739,21944,28797,15391
2010-06-02,117.08004992582009,176.42719508343134,83.39710635853208,12246,54754,30724
2010-06-03,125.56790109956214,127.53959611466988,70.30026048507735,26189,23965,33166
2010-06-04,87.12154751391903,86.04061799896331,72.66480854565368,27916,14277,9899
2010-06-05,142.51772287863395,102.00563178493981,56.16613602326714,36508,39169,22637
2010-06-06,112.36069893474229,104.60280035977175,118.45039392551303,25714,49308,24623
2010-06-07,146.04455233389,93.13723528393086,55.397671061730236,16878,40336,14593
2010-06-08,63.03610674424998,110.76376847497637,109.97734725735943,30759,58501,15264
2010-06-09,80.58642834793349,97.40774477340048,54.132654574123755,34459,27637,14128
2010-06-10,50.70945673813989,146.35863635703913,89.54260009788035,37249,54197,26638
2010-06-11,140.6871900818582,99.73578158441464,88.33670772335573,48763,55712,24238
2010-06-12,73.33699932353036,166.5956971129158,83.42122468191498,22044,15985,9804
2010-06-13,147.6167616442439,108.53977462362114,82.08094851722308,26382,15592,38329
2010-06-14,87.81227257632267,110.25570839563584,109.9918601020726,32045,45985,25682
2010-06-15,119.04747977769404,80.59813789543831,41.84235479728835,30788,29808,38478
2010-06-16,144.26645897938457,87.60165248656044,89.53878738463285,28270,20288,36063
2010-06-17,70.0142598359198,146.69924717633222,114.34646577200115,36458,56665,36431
2010-06-18,59.02200506250007,153.43705383121858,112.85799153262114,35275,23375,25279
2010-06-19,141.39752827387903,69.86032952928134,110.82688033674805,26668,45608,21366
2010-06-20,70.23111070997896,105.46377818187403,50.26934078908553,22711,37045,18876
2010-06-21,112.13525352491453,115.96087129549937,70.1364060500797,10013,49294,30858
2010-06-22,121.9881026329254,138.98859052748253,56.49916482895084,36174,41289,11151
2010-06-23,51.31986684540099,153.0989866202058,59.036237461149774,32465,52331,21001
2010-06-24,75.11230325651144,82.68864986087371,94.19885185157652,40050,50820,31122
2010-06-25,62.779517839434504,172.67254774520262,40.13535016112621,45333,14355,34101
2010-06-26,137.58840627030838,177.9753280313975,101.9646629588243,45149,59995,34461
2010-06-27,124.13109837893235,148.09636353906578,60.14350518727932,14625,45647,30063
2010-06-28,91.16357944331898,86.69800866802778,61.382766688967635,17075,36826,30781
2010-06-29,119.83391915987636,61.84870572873182,53.73900476326626,26666,27523,27906
2010-06-30,132.16623132373894,170.81170749993356,106.62094184230122,33379,23693,29705
2010-07-01,58.343776353747835,110.2276518293198,115.72755196600896,45974,22415,23713
2010-07-02,92.7069534805805,89.23060869227562,117.13932410503853,12359,47150,22574
2010-07-03,56.24430740207882,116.12645734181554,69.34379968618609,11264,21161,29452
2010-07-04,60.9265260531907,133.41620087914873,57.74887807606202,14701,42128,35514
2010-07-05,131.7885187609947,153.2673721824737,89.97041954447725,26290,18950,21276
2010-07-06,88.68424639300814,134.29423068297825,59.32175613359198,21305,40967,12108
2010-07-07,69.17791774721077,117.85424940786959,45.58469210816724,39042,17226,8353
2010-07-08,57.89996387654679,112.9083203310444,99.26606720819024,14090,57647,27435
2010-07-09,149.09651509780724,169.5091070745563,105.08463087698375,42963,50949,29462
2010-07-10,103.14177476153728,97.26418682016543,80.93875928476177,13143,36314,26232
2010-07-11,123.05006416834058,88.9018931466034,94.2247426950429,12534,39337,17139
2010-07-12,89.96390075858815,175.9715477132666,78.85571241741705,49332,51004,11971
2010-07-13,99.23283255774223,108.63887532122493,79.2367490989796,42347,30287,35972
2010-07-14,68.24648762864578,175.41850637340426,78.03248200427316,29881,29124,25940
2010-07-15,127.28948660102476,150.65402416963695,67.46429402665082,34568,55810,18439
2010-07-16,117.32524371332524,103.29916720483325,41.62960685964248,29449,50096,19470
2010-07-17,126.49437340116651,154.28793294735092,70.96274967338775,37326,47368,16694
2010-07-18,117.44206744108011,74.96174367707391,50.19263101317813,35403,29142,11676
2010-07-19,71.6090772105543,117.31845319556638,81.72100772752913,24789,23431,33430
2010-07-20,131.45412280665943,152.44059848684446,76.19666366084383,35664,12096,16791
2010-07-21,128.65657340643054,170.20279970935437,52.642039415291606,19938,48585,32773
2010-07-22,115.19675248428598,85.47504935806374,69.36456135163345,37870,13747,36116
2010-07-23,55.390564151786634,148.03244449161846,51.02610328177849,34884,21016,25787
2010-07-24,73.21245000992583,171.12095571243813,91.24057773357376,45094,48437,15072
2010-07-25,51.2613711862504,156.8834277541546,104.84536412190904,11809,20793,13782
2010-07-26,52.919341982926206,108.3857933913904,59.27852711829358,30492,15506,23610
2010-07-27,145.5794337741064,66.92105003763058,41.41899882266369,35623,51332,12983
2010-07-28,135.94504261462242,170.44080648505354,41.090338721015186,25399,25736,15933
2010-07-29,91.84775009505209,141.5365643775965,95.70563653342734,49514,36005,17403
2010-07-30,133.98089387932507,177.60420581642393,59.222662780185374,32648,46758,27763
2010-07-31,145.62411835458352,131.73717563517923,95.87495701804269,10806,17391,32734
2010-08-01,107.99705949366015,72.52463457137513,45.73285699317373,29263,24484,25130
2010-08-02,148.95194496463924,171.73056667489223,45.208860673414904,27433,25625,11261
2010-08-03,54.65544761175709,134.54705849802252,107.11422761838338,39766,46638,34051
2010-08-04,81.95949609109189,80.47364393651226,108.82834416768453,47099,51187,19910
2010-08-05,135.26930653068945,141.6260344317605,64.62065524298367,45931,42863,12841
2010-08-06,102.94689083847325,147.4950601671574,42.47499008549062,32232,57047,17043
2010-08-07,51.11653004456992,111.01179905759886,60.638071581451996,20477,23631,30078
2010-08-08,56.48238619794773,120.49633360236386,93.23529334735443,40258,59472,19370
2010-08-09,60.525262903749706,147.13017848749985,100.23299828099493,26220,27532,23914
2010-08-10,105.29918412747007,164.08011802531024,77.92444009929311,10807,34761,20134
2010-08-11,70.8478586519679,152.39861825920025,71.65175479598929,16615,12265,30792
2010-08-12,143.6825372062416,176.47080677137436,84.16942039062394,28600,47853,19874
2010-08-13,102.683181413922,63.63388718165433,77.75993770222252,42387,39802,23990
2010-08-14,128.8565016226206,158.41112317371665,74.98756250442767,28201,37230,26219
2010-08-15,71.87680192846703,118.79454670461801,67.82635327882242,22651,48434,28560
2010-08-16,115.77082498941678,155.5228532981736,82.60533647542175,44623,14880,28828
2010-08-17,89.03089825162661,137.49263778766417,86.02064271795805,16583,41921,17735
2010-08-18,104.53370012499616,76.62596135321643,103.11386026787027,23312,59676,19798
2010-08-19,146.34065015427004,109.47814561216546,104.69881494317205,24520,38281,17305
2010-08-20,90.07826077920181,69.2870807624577,74.31081090872269,40985,13964,31154
2010-08-21,59.673954495422244,152.04235702942907,75.09249277764803,22851,34990,10811
2010-08-22,79.96386913747364,158.8793911551441,81.309090988979,23500,28080,32820
2010-08-23,80.09533051637251,67.19647851599713,41.11674501146506,12913,47965,28507
2010-08-24,71.70860390884917,173.65424712737433,81.14501557823468,13928,13527,15332
2010-08-25,117.18616928528091,62.473377639266154,112.41105771077223,34109,23613,39578
2010-08-26,65.21550328343983,173.07880058365896,52.22690174472832,49050,24619,28918
2010-08-27,131.51361061530744,72.38338189061449,60.081089642025454,40806,14534,35509
2010-08-28,128.79871867076662,130.64426349245045,90.81041044427782,38320,45489,33729
2010-08-29,64.08127152683139,79.0431738089078,105.50927218522925,33957,42997,12863
2010-08-30,130.54092222153213,62.046453169319534,112.89944483038971,30356,34580,28081
2010-08-31,75.9033158500361,140.17062533250646,63.69155742237399,15373,17323,33379
2010-09-01,94.95620667802461,154.11055165189183,54.70866306728561,20936,23921,10529
2010-09-02,95.25832552778391,162.0031473204424,62.63957605286393,35059,50668,26348
2010-09-03,142.07593871103518,178.75395922185015,59.78830607379279,22416,58536,9909
2010-09-04,74.21552893437729,78.88596217759621,63.70583541209858,27552,55512,30691
2010-09-05,143.07722915266055,63.76691445205929,50.2772486871274,42189,22876,20272
2010-09-06,133.88736954985174,98.0339716435929,45.132779287232566,23855,26811,13937
2010-09-07,76.37003713565085,104.76390592208199,76.55354098769625,37958,51658,16639
2010-09-08,56.28448457967694,157.5190505449438,68.06268008271336,35333,41016,29889
2010-09-09,92.37700114465395,147.95875435440732,79.40473254165514,19205,47186,19120
2010-09-10,68.27621393018666,73.97055934720717,43.27289200012708,12723,59039,37423
2010-09-11,69.76129423340522,163.10407552025177,62.203931409400006,45331,38174,25041
2010-09-12,63.13282396250165,60.61860952935977,88.90785552874945,18386,32186,37866
2010-09-13,103.83937998512422,140.6644575663816,115.95921983788061,44429,24320,35805
2010-09-14,107.1025883681041,111.61511766085255,55.99367280678801,19839,41558,28472
2010-09-15,113.69442869139567,113.31102672188807,60.34647390855511,14921,40455,18868
2010-09-16,146.264091517545,67.25708024776607,45.43660577654503,49063,54500,39485
2010-09-17,125.92199301998338,116.93126330969574,66.12255330549722,49882,12575,9067
2010-09-18,102.69162849952707,77.79669920937391,70.79229748848257,24264,30465,12725
2010-09-19,119.88145624327998,127.47059877109518,72.20253226311218,10356,58257,37434
2010-09-20,123.42136984246036,65.32156899618032,101.18632115075803,33455,27776,10649
2010-09-21,120.27786789187431,113.56138748681548,81.04730157806515,24393,38462,19936
2010-09-22,132.08243093255504,144.82143514137977,100.3363524218372,25260,17668,25219
2010-09-23,65.51820137147809,103.46969997194851,89.30535317069058,31874,52106,12178
2010-09-24,76.92398963343794,116.36705512396725,74.19873778388815,47875,26097,15322
2010-09-25,62.301687663784755,91.79430282910351,74.83898918911943,46229,53354,31337
2010-09-26,121.28948321343816,77.91909769749145,58.727495215263275,26717,19716,37103
2010-09-27,128.6920528010678,166.01807327539322,115.70488466634427,36787,21017,26870
2010-09-28,103.32839904115121,108.9983039168666,52.484092436606254,43656,28766,23935
2010-09-29,83.0169526835512,151.6287697380407,116.12348613960727,33513,39584,18095
2010-09-30,136.82385170013617,164.3077316184884,93.27129293837166,48317,33453,26295
2010-10-01,65.93681292061358,90.91983722094916,97.5860856554069,25604,58085,12458
2010-10-02,94.34135016711873,111.48008020807345,59.59790176503728,26021,51123,8945
2010-10-03,76.56243299789935,88.61363689651961,64.05870953426759,31111,25188,11289
2010-10-04,105.64580122197205,145.2242188631196,105.58992236975492,24211,57665,11828
2010-10-05,118.66258946288333,150.55775456211995,74.84098744177498,13406,49618,22467
2010-10-06,107.57771550418872,139.99038941223205,74.63253725178382,17236,18649,34292
2010-10-07,108.18424280395593,107.99812877939104,111.60711240035747,46045,40114,25311
2010-10-08,62.800551657161066,80.78214741457722,107.14928128847107,48440,27526,10279
2010-10-09,98.9419117071744,156.34595191261224,57.275665552472915,13210,46143,38650
2010-10-10,79.43534786784903,167.16448922989,55.28831702344519,21948,32264,35338
2010-10-11,127.1749987118741,85.77949948776072,58.6056418341392,33054,40274,21877
2010-10-12,130.69342958197166,67.51871950596238,85.42974532704935,44687,13759,12247
2010-10-13,144.67307083120033,82.85774850336784,116.21682074193376,13208,42562,15189
2010-10-14,138.87463178434956,178.2262582567095,96.3931550874139,46870,16658,20764
2010-10-15,123.87204211079722,97.59804894586075,47.844752620720534,15393,39712,37636
2010-10-16,148.1594250989974,166.13956973137869,108.23783745404558,28617,27692,35331
2010-10-17,69.8463410817869,111.27624027697294,55.2002053252749,15125,33320,38648
2010-10-18,108.76699153084664,135.5478081557996,94.78044033495041,46358,49113,19988
2010-10-19,132.4557094209626,131.6573587028805,95.7923414098326,29180,37307,37500
2010-10-20,85.08333327494199,85.30894362864609,90.49712130065205,11025,22472,9501
2010-10-21,105.32385075049748,82.33116795409428,119.59937289198548,16213,24410,29091
2010-10-22,93.99140056160553,76.58897133512168,110.3124451494436,33531,48320,26939
2010-10-23,134.84658270091063,167.86912800370033,64.25944468059558,15320,57031,36079
2010-10-24,124.37781647459992,154.92058076580798,50.77969850234902,47425,46144,27078
2010-10-25,74.65156915145602,135.69759824479945,75.25213486333773,32664,38799,28736
2010-10-26,82.92863377713957,60.05293278597467,67.88732686460327,14143,49887,17571
2010-10-27,52.082192671213456,145.40756018592657,116.11357277652964,29920,49224,11366
2010-10-28,87.84824340584251,140.58048587497154,118.74973245123034,27551,29900,36219
2010-10-29,133.57047030778557,163.27965404910486,48.186853166414295,46650,46274,10212
2010-10-30,118.25313684059007,160.75621116395925,68.73847234128871,18504,25433,39577
2010-10-31,118.21022543724288,119.75649276904713,80.08952481441801,47997,26712,10646
2010-11-01,114.91797173964173,161.71806895074164,41.54198413856318,41574,58845,23365
2010-11-02,83.29157435050125,87.09623708425639,105.06398255892987,47796,40564,29046
2010-11-03,81.55915690484039,111.50803685756452,40.701830361838674,47776,16654,10804
2010-11-04,94.06960428972396,130.57642111006595,68.27030033007,39847,30121,14359
2010-11-05,57.23017803115381,141.83700963222125,118.97270110639938,23680,43889,11858
2010-11-06,69.7257735248664,162.01299620741202,57.575537338623796,23924,39084,8173
2010-11-07,118.07812251730722,152.27367523268816,54.32554949735426,45603,51287,38906
2010-11-08,127.85329372922332,111.48429573564681,111.23251541024806,32758,58360,36098
2010-11-09,106.36233876134426,103.01921736531202,40.07237021726583,43639,14720,27346
2010-11-10,145.4733750353513,116.2402623084906,83.39592049550681,42614,26977,29843
2010-11-11,142.6259205632166,127.16360405310861,70.20925755765302,24823,43451,39936
2010-11-12,126.62781474301066,135.08506673419066,114.84559964671178,38497,55222,17731
2010-11-13,80.94191344230407,114.95569231812114,87.9322165489957,32480,16065,13249
2010-11-14,110.98755203950357,88.84727342441563,70.6204373201615,27462,34725,15856
2010-11-15,137.96989723133606,71.57422153166107,68.62761803229577,10937,27047,39166
2010-11-16,76.92342434239832,109.24781643058901,88.92708640212913,33889,31447,23958
2010-11-17,112.58628517174851,89.94811706965768,59.3287319473173,40705,43659,14878
2010-11-18,85.69654958856916,171.59373355129512,44.43247349825343,34692,57185,22699
2010-11-19,124.8261310761005,163.57537123396332,55.8898012574666,20506,59685,13699
2010-11-20,126.61252954972588,94.19775565399442,63.98874033067016,25355,45832,12327
2010-11-21,136.17502629122842,127.29963445871111,81.23850135624215,34152,21477,21319
2010-11-22,53.311664694533675,130.1685171018514,118.42086521547417,36494,49388,23481
2010-11-23,68.04516813705429,149.29855514517328,75.20366535957328,35037,52965,31483
2010-11-24,59.06299917400734,88.83103655925285,80.41299686863651,20105,46153,22383
2010-11-25,111.03071125520003,78.09777930658836,81.66156965049447,16372,43887,25678
2010-11-26,67.91430367761654,120.39530418406231,83.64868847771714,46869,37831,36750
2010-11-27,124.9312672835778,167.27416657967365,82.29430371246569,44241,40626,30231
2010-11-28,132.95851724785086,60.73502971417199,103.69321892020028,37274,38290,16416
2010-11-29,64.17309222728856,99.68194398739384,68.9485836228339,21641,22494,26631
2010-11-30,91.20438235338855,176.1813841751439,64.62137119879253,38505,27484,35892
2010-12-01,96.90568568075301,66.59923237840802,65.00211834448373,11281,35475,30405
2010-12-02,60.49523396172057,106.92905016766186,80.19551067036986,27084,13959,20821
2010-12-03,94.7898574067699,132.945226494096,69.83452970600624,38923,15840,32580
2010-12-04,58.039960025263404,60.892084260897505,54.540962064829436,25930,22939,15996
2010-12-05,135.1920242760316,100.25331409969866,87.08049640354272,19089,14352,11745
2010-12-06,124.7050242730884,178.1426668682348,49.745603189468916,21067,30670,29282
2010-12-07,93.40218354254077,103.76158626252499,92.67239223369117,22754,28314,16253
2010-12-08,70.22946389420107,169.9765047595253,41.86985481934827,18358,50136,36939
2010-12-09,65.09235372912394,162.70686931037662,80.73557383200315,35285,33592,24916
2010-12-10,149.07101722337876,71.65653200956143,70.42059358554197,13307,41985,9426
2010-12-11,67.7034155451527,115.17251017904107,72.71986242493244,11868,46034,28938
2010-12-12,58.828813008422,82.02585174121096,101.98180985245507,46501,21671,33860
2010-12-13,72.99337326332974,94.73098249883361,47.99369766930904,17683,39813,34123
